ID,books_count,original_publication_year,language_code,average_rating,cluster,authors,title,PCA1,PCA2
3306,63,269,4,4.34,0,J.D. Robb,"Vengeance in Death (In Death, #6)",-45.0668229,13.40895398
3307,35,270,4,4.13,0,Connie Willis,"To Say Nothing of the Dog (Oxford Time Travel, #2)",-72.97607964,10.94507939
3308,77,244,4,3.34,0,Michael Crichton,The Terminal Man,-28.08770278,-9.671085715
3309,37,260,3,4.42,0,Raymond Carver,Where I'm Calling From: New and Selected Stories,-69.75612526,1.274297785
3310,47,276,4,4.15,0,Jasper Fforde,"Something Rotten (Thursday Next, #4)",-61.8085352,18.38034116
3311,19,266,2,3.96,0,Lucy Grealy,Autobiography of a Face,-88.35823736,5.01229628
3312,84,98,16,4.18,0,Walt Disney Company,Snow White and the Seven Dwarfs (Little Golden Book),-3.128419679,-153.7573513
3313,88,206,4,3.97,0,Dashiell Hammett,The Thin Man,-12.48100578,-46.02216127
3314,56,275,4,3.2,0,Candace Bushnell,Trading Up,-52.75384396,18.49915523
3315,32,259,3,4.06,0,David Brin,"The Uplift War (The Uplift Saga, #3)",-74.5944035,-0.335146869
3316,46,269,3,4.02,0,Raymond E. Feist,"Rage of a Demon King (The Serpentwar Saga, #3)",-61.93592947,11.31634589
3317,76,226,4,3.79,0,"Kingsley Amis, David Lodge",Lucky Jim,-26.85809341,-27.65666305
3318,79,275,3,4.12,0,Karin Slaughter,"A Faint Cold Fear (Grant County, #3)",-29.92901881,21.34378242
3319,49,272,16,3.9,0,Kristin Hannah,Angel Falls,-59.34003152,14.58877771
3320,60,275,16,4.12,0,Li Cunxin,Mao's Last Dancer,-48.79452286,18.92355084
3321,14,280,4,4.34,0,"Brian K. Vaughan, Pia Guerra, José Marzán Jr.","Y: The Last Man, Vol. 10: Whys and Wherefores (Y: The Last Man, #10)",-95.04991761,18.27619615
3322,55,256,3,3.86,0,Greg Bear,"Eon (The Way, #1)",-51.39997591,-0.473041434
3323,71,233,4,4.19,0,"C.G. Jung, Aniela Jaffé, Richard Winston, Clara Winston","Memories, Dreams, Reflections",-32.68399719,-21.32759122
3324,50,273,4,4.09,0,Meg Cabot,"Reunion (The Mediator, #3)",-58.46114278,15.77366094
3325,113,242,4,3.86,0,"Milan Kundera, Suzanne Rappaport",Laughable Loves,7.883779175,-7.21211333
3326,38,279,4,3.93,0,Julia Quinn,"The Secret Diaries of Miss Miranda Cheever (Bevelstoke, #1)",-71.11000881,20.24645687
3327,64,90,16,4.54,0,Founding Fathers,The Constitution of the United States of America,-21.98791867,-164.1648701
3328,118,219,4,3.8,0,Malcolm Lowry,Under the Volcano,15.68476443,-29.41862932
3329,56,274,4,3.87,0,"Mary Pope Osborne, Salvatore Murdocca","Dinosaurs Before Dark (Magic Tree House, #1)",-52.63046053,17.50667155
3330,58,230,4,3.89,0,Robert A. Heinlein,Have Space Suit—Will Travel,-45.2142008,-25.90922214
3331,594,176,4,4.01,4,Jack London,The Sea Wolf,493.3519932,-13.33274299
3332,40,273,4,4.16,0,Meg Cabot,"Darkest Hour (The Mediator, #4)",-68.38466037,14.53926812
3333,38,274,4,3.41,0,Ann Packer,The Dive From Clausen's Pier,-70.49273874,15.28489401
3334,283,184,4,3.73,2,"Thomas Mann, Michael Henry Heim, Michael Cunningham",Death in Venice,183.7432642,-43.78313223
3335,73,264,16,4.22,0,"Sogyal Rinpoche, Andrew Harvey",The Tibetan Book of Living and Dying,-34.53607759,9.612528108
3336,39,271,16,3.89,0,Orson Scott Card,Enchantment,-69.14009728,12.362067
3337,256,116,4,3.92,2,Edgar Allan Poe,The Fall of the House of Usher,165.3439946,-114.5948113
3338,35,277,3,3.49,0,E. Lockhart,"The Boyfriend List: 15 Guys, 11 Shrink Appointments, 4 Ceramic Frogs and Me, Ruby Oliver (Ruby Oliver, #1)",-73.8392997,17.89733247
3339,49,263,2,4.03,0,Pat Barker,"Regeneration (Regeneration, #1)",-58.21737655,5.738406173
3340,45,274,4,4.06,0,Michael J. Fox,Lucky Man,-63.54634018,16.14881446
3341,77,277,3,3.66,0,Margaret Atwood,The Penelopiad,-32.16056816,23.08167976
3342,33,277,16,3.51,0,Gigi Levangie Grazer,The Starter Wife,-75.83483653,17.57553797
3343,17,275,4,4.12,0,"Bill Willingham, Mark Buckingham, Steve Leialoha, James Jean","Fables, Vol. 2: Animal Farm",-91.45562154,13.68488018
3344,45,235,4,4.45,0,"James     Baldwin, K?van? Güney",The Fire Next Time,-58.73203908,-22.55235869
3345,16,278,3,4.35,0,Mo Willems,Don't Let the Pigeon Stay Up Late!,-92.81749393,16.54416094
3346,20,277,4,3.95,0,"Grant Morrison, Frank Quitely",We3,-88.72544173,16.03990209
3347,75,275,4,3.69,0,Meg Cabot,"Princess in Pink (The Princess Diaries, #5)",-33.89921736,20.84436387
3348,239,192,4,3.75,2,Sinclair Lewis,Main Street,139.0922568,-41.2757125
3349,19,278,4,3.73,0,Catherine Gilbert Murdock,"Dairy Queen (Dairy Queen, #1)",-89.84121732,16.90884855
3350,66,270,4,4.16,0,Nora Roberts,"Inner Harbor (Chesapeake Bay Saga, #3)",-42.21319766,14.77164254
3351,5,245,16,3.92,0,Frederick Franck,Zen of Seeing: Seeing/Drawing as Meditation,-99.67048032,-17.63554725
3352,32,270,4,4.09,0,Kristen Britain,"Green Rider (Green Rider, #1)",-75.95312935,10.57477502
3353,19,240,16,4.22,0,Anne McCaffrey,"The Dragonriders of Pern (Dragonriders of Pern, #1-3)",-85.16036935,-20.86916309
3354,57,260,16,3.88,0,Sue Grafton,"E is for Evidence (Kinsey Millhone, #5)",-49.91988638,3.668257259
3355,85,234,4,3.98,0,Thomas S. Kuhn,The Structure of Scientific Revolutions,-18.91450689,-18.60708094
3356,52,276,3,3.89,0,Andrea Levy,Small Island,-56.8459226,19.00334998
3357,74,272,4,3.54,0,Sidney Sheldon,The Sky is Falling,-34.52122122,17.74395261
3358,47,262,16,3.93,0,Peter M. Senge,The Fifth Discipline: The Art & Practice of The Learning Organization,-60.0902912,4.418539979
3359,121,212,4,4.06,0,"Arthur Koestler, Daphne Hardy",Darkness at Noon,19.52590579,-35.99472253
3360,31,269,16,3.63,0,Jane Green,Straight Talking,-76.83199347,9.389951474
3361,32,278,16,3.93,0,Jack Campbell,"Dauntless (The Lost Fleet, #1)",-76.95067048,18.44434295
3362,49,272,4,4.16,0,Lois McMaster Bujold,"The Curse of Chalion (World of the Five Gods, #1)",-59.33005576,14.65787217
3363,27,277,16,3.9,0,Elizabeth Flock,Me & Emma,-81.78897881,16.83482534
3364,68,274,3,4.17,0,Nora Roberts,"Chesapeake Blue (Chesapeake Bay Saga, #4)",-40.72144116,18.99362072
3365,14,275,4,4.08,0,Megan McCafferty,"Second Helpings (Jessica Darling, #2)",-94.43267125,13.31457581
3366,6,244,16,4,0,"Diane Arbus, Stan Grossfeld, Doon Arbus, Marvin Israel",Diane Arbus: Monograph,-98.55469197,-18.50446276
3367,25,275,4,3.77,0,Carolyn Mackler,"The Earth, My Butt, and Other Big Round Things",-83.51678066,14.67245943
3368,604,172,4,3.61,4,Joseph Conrad,Lord Jim,503.769319,-16.06761946
3369,28,247,16,4.25,0,Leo Lionni,A Color of His Own,-77.09332372,-12.81188117
3370,20,259,4,4.31,0,Neil Gaiman,Don't Panic: The Official Hitchhiker's Guide to the Galaxy Companion,-86.50347303,-1.82221762
3371,22,274,2,3.88,0,Andrew Clements,"Things Not Seen (Things, #1)",-86.36873294,13.32131167
3372,52,278,4,3.6,0,"Frank E. Peretti, Ted Dekker",House,-57.09361851,20.98232255
3373,82,248,4,3.96,0,Clive Cussler,"Raise the Titanic! (Dirk Pitt, #4)",-23.61978184,-5.084691852
3374,51,276,3,3.85,0,Eoin Colfer,The Supernaturalist,-57.83827008,18.87992108
3375,39,279,4,3.77,0,Meg Cabot,"Queen of Babble in the Big City (Queen of Babble, #2)",-70.1176431,20.36992997
3376,23,230,4,4.13,0,Dr. Seuss,Yertle the Turtle and Other Stories,-79.94651189,-30.22959593
3377,41,273,4,3.99,0,Rohinton Mistry,Family Matters,-67.39229374,14.66274343
3378,24,274,4,3.92,0,Harvey Karp,The Happiest Baby on the Block: The New Way to Calm Crying and Help Your Newborn Baby Sleep Longer,-84.38570093,13.55665297
3379,23,279,3,4.18,0,Ted Kerasote,Merle's Door: Lessons from a Freethinking Dog,-85.99446512,18.40059823
3380,38,268,3,3.98,0,Gary Paulsen,"Brian's Winter (Brian's Saga, #3)",-69.75129025,9.336517289
3381,31,263,4,3.62,0,Julia Alvarez,How the García Girls Lost Their Accents ,-76.0813259,3.505092254
3382,308,158,4,3.8,2,Louisa May Alcott,"Jo's Boys (Little Women, #3)",211.7615935,-66.49792895
3383,54,241,4,3.99,0,Charles Bukowski,Notes of a Dirty Old Man,-50.54150423,-15.48730401
3384,55,246,4,4,0,Susan Cooper,"Greenwitch (The Dark Is Rising, #3)",-50.16637667,-10.40219067
3385,27,278,2,4.3,0,"Robert Kirkman, Charlie Adlard, Cliff Rathburn","The Walking Dead, Vol. 05: The Best Defense",-81.90079376,17.90774975
3386,64,278,3,3.79,0,Kate Atkinson,"One Good Turn (Jackson Brodie, #2)",-45.1845891,22.46929603
3387,65,274,3,4.08,0,Clive Barker,"Abarat (Abarat, #1)",-43.69848631,18.62332741
3388,76,259,4,3.52,0,Arthur C. Clarke,"2061: Odyssey Three (Space Odyssey, #3)",-30.93173826,5.090470193
3389,45,279,16,3.94,0,"Marshall Goldsmith, Mark Reiter",What Got You Here Won't Get You There: How Successful People Become Even More Successful,-64.17355136,21.04136686
3390,78,279,3,3.27,0,Nick Hornby,Slam,-31.41507053,25.18987484
3391,7,279,8,4.06,0,Andrea Hirata,"Edensor (Tetralogi Laskar Pelangi, #3)",-101.8762385,16.39680769
3392,51,276,4,3.7,0,Alan Hollinghurst,The Line of Beauty,-57.83908969,18.87419158
3393,27,277,3,3.8,0,Frank E. Peretti,Monster,-81.77813693,16.90976206
3394,43,274,3,4.12,0,Daniel Silva,"The English Assassin (Gabriel Allon, #2)",-65.5302146,15.90768839
3395,16,278,3,3.85,0,Chuck Klosterman,Chuck Klosterman IV: A Decade of Curious People and Dangerous Ideas,-92.81744834,16.54427148
3396,62,238,16,4.11,0,Peter F. Drucker,The Effective Executive: The Definitive Guide to Getting the Right Things Done (Harperbusiness Essentials),-42.2423721,-17.54598728
3397,33,276,3,4,0,John Sandford,"Dark of the Moon (Virgil Flowers, #1)",-75.70060391,16.65800869
3398,29,278,16,4.15,0,"Esther Hicks, Jerry Hicks",The Law of Attraction: The Basics of the Teachings of Abraham,-79.9277439,18.07398111
3399,55,275,4,3.87,0,"Holly Black, Tony DiTerlizzi","Lucinda's Secret (The Spiderwick Chronicles, #3)",-53.74625618,18.37556938
3400,47,222,4,3.97,0,"Beverly Cleary, Tracy Dockray","Henry Huggins (Henry Huggins, #1)",-55.14251418,-35.20573942
3401,26,232,4,4.14,0,"Russell Hoban, Garth Williams",Bedtime for Frances,-77.2163485,-27.87461381
3402,57,253,4,4.3,0,"Tetsuko Kuroyanagi, Chihiro Iwasaki, Dorothy Britton",Totto-chan: The Little Girl at the Window,-49.0458135,-3.209032582
3403,17,272,3,4.16,0,Roger Lowenstein,When Genius Failed: The Rise and Fall of Long-Term Capital Management,-91.08445831,10.71362731
3404,34,258,4,4.17,0,Natalie Goldberg,Writing Down the Bones: Freeing the Writer Within,-72.48710005,-1.08639394
3405,64,274,16,4.17,0,Darren Shan,"Hunters of the Dusk (Cirque Du Freak, #7)",-44.70167841,18.42495517
3406,26,268,4,3.9,0,Tad Williams,"City of Golden Shadow (Otherland, #1)",-81.66032969,7.849519491
3407,33,279,4,3.95,0,Charlaine Harris,"An Ice Cold Grave (Harper Connelly, #3)",-76.07176623,19.62926377
3408,52,252,4,3.64,0,Katherine Paterson,Jacob Have I Loved,-53.88406438,-4.818410916
3409,31,276,4,4.16,0,D.J. MacHale,"Black Water (Pendragon, #5)",-77.68615404,16.40533519
3410,193,214,4,3.95,2,Agatha Christie,"Five Little Pigs (Hercule Poirot, #24)",90.7283074,-25.12251016
3411,44,274,16,3.84,0,Dean Koontz,By the Light of the Moon,-64.54867071,15.95627342
3412,13,199,4,4.45,0,Arthur Conan Doyle,"Sherlock Holmes: The Complete Novels and Stories, Volume I",-86.04327185,-62.22644646
3413,15,202,4,4.14,0,Dorothy L. Sayers,"Strong Poison (Lord Peter Wimsey, #6)",-84.42887493,-59.00249577
3414,8,256,4,4.42,0,Gary Larson,The Far Side Gallery,-98.04136291,-6.280501447
3415,63,270,4,4.31,0,J.D. Robb,"Holiday in Death (In Death, #7)",-45.1902647,14.40129618
3416,59,276,3,3.82,0,Aron Ralston,Between a Rock and a Hard Place,-49.89945838,19.8674296
3417,55,256,3,4.25,0,David Gemmell,"Legend (The Drenai Saga, #1)",-51.40001148,-0.47312765
3418,27,276,2,3.77,0,Meg Cabot,"Every Boy's Got One (Boy, #3)",-81.65385637,15.92319579
3419,17,259,4,4.2,0,Ann Rule,Small Sacrifices: A True Story of Passion and Murder,-89.48051636,-2.192506508
3420,42,279,4,4.16,0,Matthew Reilly,"The Six Sacred Stones (Jack West Jr, #2)",-67.14062531,20.74015696
3421,64,270,3,4.16,0,Nora Roberts,"Rising Tides (Chesapeake Bay Saga, #2)",-44.19706661,14.53052974
3422,19,276,4,4.41,0,Tite Kubo,"Bleach, Volume 15",-89.59439027,14.9240271
3423,22,269,3,4.08,0,"Johnny Cash, Patrick   Carr",Cash,-85.75236182,8.353826982
3424,74,248,4,3.61,0,Sidney Sheldon,A Stranger In The Mirror,-31.55855888,-6.072116359
3425,38,277,3,3.86,0,Carl Hiaasen,Flush,-70.86228008,18.26756388
3426,165,209,4,3.96,0,"Isak Dinesen, Karen Blixen",Out of Africa,63.55969778,-33.54044677
3427,30,279,4,3.79,0,Rachel Vincent,"Stray (Shifters, #1)",-79.048805,19.25898594
3428,34,263,16,3.96,0,"Brian Jacques, Gary Chalk","Mariel of Redwall (Redwall, #4)",-73.11430303,3.806178352
3429,36,274,4,4.07,0,Steven Pinker,The Blank Slate: The Modern Denial of Human Nature,-72.47750117,15.03787264
3430,635,61,4,3.67,4,"William Shakespeare, Cynthia Marshall, Barbara A. Mowat, Paul Werstine",Antony and Cleopatra,548.234541,-122.3903104
3431,15,273,3,4.05,0,Margaret Peterson Haddix,"Among the Impostors (Shadow Children, #2)",-93.19259505,11.45911172
3432,24,270,4,4.26,0,Zane,Addicted,-83.89195382,9.587235561
3433,29,259,16,4.37,0,"Randy Shilts, William Greider","And the Band Played On: Politics, People, and the AIDS Epidemic",-77.5823179,-0.780443211
3434,73,274,4,4.12,0,Karin Slaughter,"Kisscut (Grant County, #2)",-35.76051429,19.60505778
3435,68,236,4,3.94,0,"Hubert Selby Jr., Gilbert Sorrentino",Last Exit to Brooklyn,-36.03136134,-18.72084247
3436,113,272,4,4.22,0,"Mario Vargas Llosa, Edith Grossman",The Feast of the Goat,4.180410452,22.55787396
3437,36,276,4,4.25,0,Jordan Sonnenblick,"Drums, Girls & Dangerous Pie (Drums, Girls & Dangerous Pie, #1)",-72.72440664,17.02250397
3438,35,265,4,4.19,0,Tad Williams,"To Green Angel Tower, Part 2 (Memory, Sorrow, and Thorn, #3; Part 2)",-72.35886246,5.98338831
3439,81,277,4,3.49,0,John Banville,The Sea,-28.19198146,23.56970562
3440,50,265,4,3.72,0,Dean Koontz,Mr. Murder,-57.4735528,7.83505824
3441,23,263,4,3.84,0,L.E. Modesitt Jr.,The Magic of Recluce (The Saga of Recluce #1),-84.02015493,2.517541737
3442,38,246,2,4.09,0,John Jakes,"The Bastard (Kent Family Chronicles, #1)",-67.03468734,-12.48912674
3443,55,221,4,3.96,0,George R. Stewart,Earth Abides,-47.08025978,-35.21057089
3444,55,271,4,4.09,0,"Douglas Preston, Lincoln Child",Thunderhead,-53.25249812,14.40617849
3445,57,274,16,4.19,0,Darren Shan,"Allies of the Night (Cirque du Freak, #8)",-51.64813807,17.5608866
3446,273,191,4,4,2,L.M. Montgomery,"Rainbow Valley (Anne of Green Gables, #7)",172.9556166,-38.07122033
3447,57,277,4,3.28,0,Stephen King,The Colorado Kid (Hard Case Crime #13),-52.00838919,20.6072464
3448,2,263,16,3.92,0,John Saul,Darkness,-104.8695352,-0.14382033
3449,27,250,4,4.28,0,"Jerry Bridges, Foster W. Cline, Jim Fay",The Pursuit of Holiness,-78.44601169,-9.889166903
3450,25,270,4,3.96,0,Anne Rivers Siddons,Low Country,-82.89957534,9.710739616
3451,39,273,4,4.25,0,Eric S. Nylund,Halo: The Fall of Reach,-69.37701969,14.41581049
3452,15,261,4,4.66,0,Bill Watterson,The Calvin and Hobbes Lazy Sunday Book,-91.71214961,-0.454812545
3453,397,146,4,3.83,2,J. Sheridan Le Fanu,Carmilla,301.5621749,-67.4200039
3454,31,276,3,3.85,0,Garth Nix,"Drowned Wednesday (The Keys to the Kingdom, #3)",-77.68529248,16.41116638
3455,45,275,4,3.97,0,Melina Marchetta,Saving Francesca,-63.6697765,17.14116992
3456,13,277,4,4.21,0,"Brian K. Vaughan, Pia Guerra, Goran Sud?uka, José Marzán Jr.","Y: The Last Man, Vol. 6: Girl on Girl (Y: The Last Man, #6)",-95.67192329,15.17578046
3457,57,266,16,3.91,0,Sue Grafton,"L is for Lawless (Kinsey Millhone, #12)",-50.6605563,9.622264001
3458,36,275,4,4,0,Jerry Spinelli,Milkweed,-72.60093931,16.03022367
3459,52,265,4,3.84,0,William Gibson,"Virtual Light (Bridge, #1)",-55.48886151,8.081907182
3460,452,167,4,4.13,2,"Henryk Sienkiewicz, W.S. Kuniczak",Quo Vadis,353.549124,-39.79194798
3461,19,273,4,3.76,0,Chris d'Lacey,"The Fire Within (The Last Dragon Chronicles, #1)",-89.22399741,11.94716411
3462,32,262,4,4.27,0,"Raymond E. Feist, Janny Wurts","Servant of the Empire (The Empire Trilogy, #2)",-74.96558953,2.636050732
3463,50,280,3,4.11,0,Nora Roberts,"The Hollow (Sign of Seven, #2)",-59.32442303,22.72576812
3464,14,270,4,4.08,0,Tony Horwitz,Confederates in the Attic: Dispatches from the Unfinished Civil War,-93.8154486,8.352898001
3465,56,277,4,4.08,0,Matthew Reilly,"Seven Deadly Wonders (Jack West Jr, #1)",-53.00081327,20.48363181
3466,31,278,3,4.03,0,Laurell K. Hamilton,"Mistral's Kiss (Merry Gentry, #5)",-77.93219795,18.39579771
3467,68,285,3,3.99,0,Stephen R. Covey,The 8th Habit: From Effectiveness to Greatness,-42.07931457,29.90935169
3468,31,270,4,3.84,0,Fannie Flagg,"Welcome to the World, Baby Girl! (Elmwood Springs, #1)",-76.94545767,10.45139256
3469,51,270,4,3.76,0,Irvine Welsh,Filth,-57.09842798,12.92016494
3470,51,277,4,3.79,0,Lori Lansens,The Girls,-57.96254242,19.86650725
3471,70,271,4,4.03,0,Sandra Brown,The Alibi,-38.36722585,16.25775779
3472,37,258,4,3.94,0,Ann M. Martin,"Kristy's Great Idea (The Baby-Sitters Club, #1)",-69.51002572,-0.716029889
3473,93,268,4,4.02,0,"Henning Mankell, Steven T. Murray","The Fifth Woman (Kurt Wallander, #6)",-15.17281559,16.11982122
3474,505,157,4,3.81,2,"Guy de Maupassant, Douglas Parmée",Bel-Ami,407.3782078,-43.1730329
3475,32,248,4,4.17,0,Norman Maclean,A River Runs Through It and Other Stories,-73.23735699,-11.25662503
3476,60,269,4,3.77,0,Toni Morrison,Paradise,-48.04382428,13.03876679
3477,53,268,4,3.78,0,William Gibson,Idoru (Bridge #2),-54.8668385,11.18236487
3478,42,262,16,3.93,0,Diana Wynne Jones,"Castle in the Air (Howl's Moving Castle, #2)",-65.0520468,3.801351303
3479,259,5,4,4.29,2,"Anonymous, Ananda Maitreya, Thich Nhat Hanh, Balangoda Ananda Maitreya Maitreya",The Dhammapada,182.023357,-224.3738273
3480,81,272,3,3.93,0,Kathy Reichs,"Deadly Decisions (Temperance Brennan, #3)",-27.57396565,18.6136932
3481,31,228,3,4.38,0,Elisabeth Elliot,Through Gates of Splendor,-71.76000338,-31.22105778
3482,40,270,3,4.18,0,Susan Elizabeth Phillips,"Dream a Little Dream (Chicago Stars, #4)",-68.01349531,11.56801967
3483,24,266,3,4.12,0,Gail Tsukiyama,The Samurai's Garden,-83.39732964,5.623686923
3484,59,272,3,3.79,0,Tom Clancy,"The Bear and the Dragon (Jack Ryan Universe, #11)",-49.40567752,15.89809398
3485,7,274,3,4.21,0,Alton Brown,I'm Just Here for the Food: Food + Heat = Cooking,-101.2548631,11.46391003
3486,46,248,16,4.39,0,James Herriot,All Things Wise and Wonderful,-59.35446085,-9.597697321
3487,31,277,4,4.18,0,Sherrilyn Kenyon,Sins of the Night (Dark-Hunter #7),-77.80960039,17.39766633
3488,77,262,4,3.89,0,Ursula K. Le Guin,"Tehanu (Earthsea Cycle, #4)",-30.30975448,8.19083282
3489,196,208,4,3.86,2,Agatha Christie,"Murder in Mesopotamia (Hercule Poirot, #14)",94.44603615,-30.70619043
3490,23,268,3,4.19,0,Iain M. Banks,"Excession (Culture, #5)",-84.6365762,7.484904837
3491,25,269,4,3.7,0,Pearl Cleage,"What Looks Like Crazy on an Ordinary Day (Idlewild, #1)",-82.7761071,8.718461532
3492,53,262,4,3.9,0,Sue Grafton,"G is for Gumshoe (Kinsey Millhone, #7)",-54.12618227,5.228324966
3493,50,261,16,4.18,0,Irvin D. Yalom,Love's Executioner and Other Tales of Psychotherapy,-56.98981611,3.796462355
3494,32,279,4,4.34,0,Steven Erikson,"Reaper's Gale (The Malazan Book of the Fallen, #7)",-77.06415292,19.50573982
3495,23,271,16,3.91,0,Frank E. Peretti,The Visitation,-85.01771703,10.38705882
3496,40,272,16,4.11,0,The Arbinger Institute,Leadership and Self-Deception: Getting Out of the Box,-68.27121075,13.47779166
3497,48,263,4,3.76,0,"Arthur C. Clarke, Gentry Lee","The Garden of Rama (Rama, #3)",-59.21136963,5.603502802
3498,119,230,4,3.94,0,Graham Greene,Our Man in Havana,15.31921296,-18.37953135
3499,52,275,16,4.22,0,Darren Shan,"Killers of the Dawn (Cirque Du Freak, #9)",-56.73334094,17.93602686
3500,33,246,16,4.47,0,Corrie ten Boom,Tramp for the Lord,-72.00814365,-13.18707669
3501,13,272,16,4.16,0,"Laura Joffe Numeroff, Felicia Bond",If You Take a Mouse to the Movies,-95.06469555,10.14496176
3502,37,279,4,4.12,0,"Laurell K. Hamilton, Laural Merlington","A Lick of Frost (Merry Gentry, #6)",-72.10237726,20.12297713
3503,15,261,4,4.06,0,"Orson Scott Card, James Cameron",The Abyss,-91.71209489,-0.454679904
3504,31,274,4,4.41,0,"Karen Kingsbury, Gary Smalley","Remember (Redemption, #2)",-77.43928778,14.4206088
3505,44,249,4,3.99,0,Stephen R. Donaldson,"The Power That Preserves (The Chronicles of Thomas Covenant the Unbeliever, #3)",-61.45257167,-8.782996858
3506,177,233,14,3.71,0,Gabriel García Márquez,El coronel no tiene quien le escriba,72.4969324,-8.3007118
3507,91,252,4,3.94,0,J.M. Coetzee,Waiting for the Barbarians,-15.18239806,-0.004405565
3508,51,279,4,3.63,0,Deborah Rodriguez,Kabul Beauty School: An American Woman Goes Behind the Veil,-58.20941689,21.85121374
3509,122,209,4,3.57,0,Ernest Hemingway,To Have and Have Not,20.88863518,-38.84818316
3510,85,273,4,3.91,0,Ken Follett,Jackdaws,-23.72883717,20.09402147
3511,29,276,3,4.3,0,Neal Stephenson,"The System of the World (The Baroque Cycle, #3)",-79.67003575,16.16419143
3512,29,269,4,3.85,0,Ben Mikaelsen,"Touching Spirit Bear (Spirit Bear, #1)",-78.8067163,9.212179312
3513,35,275,4,4.13,0,Alastair Reynolds,Redemption Ark,-73.59330229,15.9067572
3514,54,279,3,3.94,0,Steve Berry,"The Venetian Betrayal (Cotton Malone, #3)",-55.23155851,22.22722108
3515,25,235,4,4.29,0,T.S. Eliot,"Collected Poems, 1909-1962",-78.57904689,-25.02107802
3516,82,214,3,4.2,0,Lloyd C. Douglas,The Robe,-19.42185643,-38.81839137
3517,77,274,16,4.39,0,"Walt Disney Company, Ellen Titlebaum",Beauty and the Beast,-31.80113391,20.02959709
3518,31,279,4,4.2,0,Kelley Armstrong,"No Humans Involved (Women of the Otherworld, #7)",-78.05649127,19.38233303
3519,56,279,16,4.12,0,"Joseph Delaney, Patrick  Arrasmith","Night of the Soul Stealer (The Last Apprentice / Wardstone Chronicles, #3)",-53.25770545,22.39914215
3520,27,269,16,4.19,0,Gavin de Becker,The Gift of Fear: Survival Signals That Protect Us from Violence,-80.80144902,8.896076735
3521,37,258,4,4.11,0,Willard F. Harley Jr.,"His Needs, Her Needs: Building an Affair-Proof Marriage",-69.51004122,-0.716067471
3522,60,278,4,4.13,0,Nora Roberts,"Dance of the Gods (Circle Trilogy, #2)",-49.15485788,21.96970726
3523,83,209,3,3.99,0,"Sadegh Hedayat, D.P. Costello",The Blind Owl,-17.81226351,-43.65658502
3524,65,264,3,3.82,0,R.L. Stine,"Welcome to Dead House (Goosebumps, #1)",-42.4640173,8.70002926
3525,34,275,16,4.02,0,Louise Erdrich,The Master Butchers Singing Club,-74.59564286,15.71419184
3526,15,258,3,4.2,0,Glen Cook,"Chronicles of the Black Company (The Chronicles of the Black Company, #1-3)",-91.34094078,-3.425954879
3527,20,271,3,3.67,0,Melinda Haynes,Mother of Pearl,-87.98391573,10.09171327
3528,77,247,16,3.84,0,Michael Crichton,The Great Train Robbery,-28.46808145,-6.763341506
3529,58,275,16,4.04,0,Danielle Steel,Safe Harbour,-50.7792178,18.67669306
3530,39,272,4,4.32,0,Juliet Marillier,"Son of the Shadows (Sevenwaters, #2)",-69.25358155,13.42345945
3531,108,252,4,3.86,0,Ken Follett,The Key to Rebecca,1.687578278,2.094053619
3532,4,274,4,4.26,0,"Ina Garten, Maura McEvoy",Barefoot Contessa Family Style: Easy Ideas and Recipes That Make Everyone Feel Like Family,-104.2327543,11.08782311
3533,253,208,4,3.93,2,"H.P. Lovecraft, China Miéville, S.T. Joshi",At the Mountains of Madness,151.0100436,-23.670255
3534,51,272,3,4.14,0,Nora Roberts,"Heart of the Sea (Gallaghers of Ardmore / Irish Trilogy, #3)",-57.3445184,14.91051472
3535,36,271,4,4.01,0,James Rollins,Subterranean,-72.10716211,12.06087921
3536,80,273,3,3.3,0,Allison Pearson,I Don't Know How She Does It,-28.68970385,19.4827303
3537,12,273,4,4.33,0,"Garth Ennis, Steve Dillon","Preacher, Volume 9: Alamo",-96.17050723,11.08297395
3538,18,270,4,4.58,0,"Jorge Luis Borges, Andrew Hurley",Collected Fictions,-89.84608972,8.846538408
3539,32,274,4,3.92,0,Holly Black,Valiant (Modern Faerie Tales #2),-76.44689197,14.54415485
3540,91,261,16,3.9,0,John le Carré,The Russia House,-16.30339466,8.857471396
3541,91,278,4,3.96,0,Harlan Coben,Promise Me (Myron Bolitar #8),-18.39195766,25.79631464
3542,35,278,3,4.15,0,Sherrilyn Kenyon,"Dark Side of the Moon (Dark-Hunter #9, Were-Hunter #3)",-73.96280441,18.88952213
3543,75,253,3,3.59,0,"Richard Bachman, Stephen King",Roadwork,-31.1825953,-0.981233729
3544,63,273,3,3.92,0,Clive Cussler,"Valhalla Rising (Dirk Pitt, #16)",-45.55972943,17.38415174
3545,56,263,4,4.04,0,Jared Diamond,The Third Chimpanzee: The Evolution and Future of the Human Animal,-51.27258621,6.590942784
3546,61,277,3,4.11,0,Karin Slaughter,"Faithless (Grant County, #5)",-48.03822712,21.10657652
3547,25,279,4,4.32,0,"Robert Kirkman, Charlie Adlard, Cliff Rathburn","The Walking Dead, Vol. 06: This Sorrowful Life",-84.01060894,18.64168009
3548,89,278,3,3.9,0,"Isabel Allende, Margaret Sayers Peden",Inés of My Soul,-20.37582113,25.55521509
